ID,Feed,Sentiment
810,رحمه الله رحمه واسعه واسكنه فسيح جناته .. نعم الدكتور ونعم الداعيه ونعم الاب ونعم الصديق .... مخلص في عمله ... صدوق في دعوته,Positive
811,رضيت بالله ربا وبالاسلام دينا وبمحمد صلى الله عليه وسلم نبيا ورسولا,Positive
812,رعب وخوف على وجهك ياجبان,Negative
813,"رغم انني اول من اثار فضيحه في المناهج المقرره في الاردن طوال عقود مضت ، و عوقبت بالفصل عده مرات من التربيه",Negative
814,ركز في الاجابه وقول يارب وخد قرار,Positive
815,رهيب حسن تعالى تعالى,Negative
816,روح اكتب اشي زي العالم الناس بدل ما انت بتتهبل هيك بتتمسخر يا مسخره,Negative
817,روح موت وانتحر,Negative
818,روعه الاشياء تبقى روائحها بقى اصحابها ام انصرفوا,Positive
819,ريحتك طلعت,Negative
820,رئيس مو عارف يحكي حرف الاس روح تخيب ولك يلعنها انيسه على هيك جحش خلفتو,Negative
821,زاكى اكيد رهف بكفى انه من مشتقات الحليب,Positive
822,زمان المطربيين اللى غنو لهم المعاتيه دول ولعو فى مقابرهم وبيعيطو بدل الدموع دم على تراثهم اللى راح,Negative
823,زنخه زيك,Negative
824,زهايمر وخرف وحبتين كبتاجون,Negative
825,سابقى رائعا معك الى النهايه ان بقيتي رائعه معي الى النهايه,Positive
826,ساترك حبك ليس كرها فيك ولكن لكثره الشركاء فيه,Positive
827,ساعات اللى فى السر هو اللى بيخلى الناس تحبك فى العلن من غير ما يكونوا عارفين الا انهم بيحبوك من غير سبب,Positive
828,"ساعد نفسك بنفسك حتى تجد الطريق المناسب الذي تريده، اكتشف قدراتك واستغل مواهبك ولا تترك نفسك لحيث تاخذك الرياح فينتهي العمر قبل ان تحقق حلمك!",Positive
829,سافل و غشاش,Negative
830,سالت اصحابي ف هذا المجال و حكولي غير هيك.الموضوع مكلف. الكل باكد انه الحل لوضع الاردن الحرج هو طاقه نوويه,Negative
831,سبحان الله اللهم ارزقنا الطمانينه اليقين,Positive
832,سبحان الله ان الله يرزق الدوده في جوف البحر,Positive
833,سبحان الله بحمده عدد خلقه رضى نفسه زنه عرشه مداد كلماته,Positive
834,سبحان الله خالق السماوات الارض,Positive
835,سبحان الله قادر على كل شىء,Positive
836,سبحان الله له فى خلقه شؤون,Positive
837,سبحان الله مالك السموات الارض,Positive
838,سبحان الله مواقف لها معنى قيمه فعلا تعلم ما شاء الله,Positive
839,سبحانك ربنا الواحد الاحد لا شريك لك تحيي تميت انت على كل شيء قدير صلى الله سلم على نبينا محمد على اله صحبه اجمعين,Positive
840,سبحانك ربي اني كنت من الضالمين,Positive
841,سبحانه يهدي من يشاء لا اله الا الله محمد رسول الله,Positive
842,ستجد مساعده الله وعونه لك عندما تكن النيه صادقه,Positive
843,ستضافتهم وعاملتهم معامله انسانيه ولم تحصرهم في مخيمات تفتقر لادنى مطلوبات الحياه مثل الاردن,Positive
844,سخافات وتخلف شباب وصبايا هل الايام,Negative
845,سخافه الشاميين ابدا ما ينفع لهم الكوميديا,Negative
846,سخافه بكل ماتحوي الكلمه من معنى,Negative
847,سخافه مالها حدود,Negative
848,سخيف مره يمسخرون الواحد ومافي شي يضحك اصلا,Negative
849,سخيفه قوووه,Negative
850,سعادتنا تكون بحسن الاستمتاع بالاشياء التي نحصل  عليها كما تكون بحسن الاستغناء عن الاشياء التي نُحرم منها,Positive
851,سلامٌ عليكم طبتم تُقال للطيبين عندما يساقون للجنه وهم من طابت اقوالهم وافعالهم في الدنيا . اللهم اجعلنا منهم..,Positive
852,سلطان القرف,Negative
853,سلمت امري ربي عالمين رغم البعد احس ان ربنا رح يكتب ويجمعنا ويكون نصيبي,Positive
854,سلمت سلمت يداك انها الاخلاق الكريمه التي علمنا اياها رسولنا الاعظم صلوات الله سلامه عليه اننا انشاء الله سنفعل ما بوسعنا حتى نرسم صوره راقيه جميله عن ديننا اخلاقنا الله المستعان,Positive
855,سلمت يداك روعه,Positive
856,سلمت يمناك كلام من ذهب,Positive
857,سلوا الله الجنه والحوا عليه في طلبها ييسر لكم اسباب دخولها فكل نعيم دونها شقاء وكل فوز دونها خسار فمن زحزح عن النار وادخل الجنه فقد فاز ,Positive
858,سماجه سماجه ووالله البنانيين دمهم ثقيل مره,Negative
859,سنبقى دائما معا نشاطر بَعضنا البعض مر الحياه وحلوها,Positive
860,سنبقى نذكر دوله الشهيد وصفي التل الذي كان رئيسا للوزراء حبيبا للفقراء,Negative
861,سوبر حمار والله هذا السوبر حما سبب في تخلفنا,Negative
862,سوبر سطار ولا بلاش,Negative
863,سوبر طقاع اول واحد جايته زبيريه,Negative
864,سوريا تعرضت لمؤامره والامر المحزن ان ولاد سوريا انزلقو فالمؤامره هاذي والشنيعه,Negative
865,سيئ جدا,Negative
866,شاهد تحرش جماعي بسيده تحمل طفلها على كورنيش,Negative
867,شباب صايع مو ملاقي ياكل مخه فاضي متخلف عقليا,Negative
868,شبابنا زي الورده بس بدهم حدا يدعمهم,Positive
869,شبابنا فيهم الخير بس بدهم حدا يرشدهم,Positive
870,شخصيه تافه,Negative
871,شردو اطفلها وقتلوا رجالها,Negative
872,شعب سخيف,Negative
873,شعب لا يحركه هذا الظلم التعدي على كرامته هو شعب لا يستحق الحياه,Negative
874,شعوب تافهه همها الحياه الدنيا فكروا في نهايتكم,Negative
875,شعور الانفصام تاع سنه خامسه كثير بخزي! اللي هو انك عملت كل شي ممكن ينعمل بالجامعه فزهقت وبدك تتخرج بس بنفس الوقت مش هاين عليك تترك الجامعه,Negative
876,شغل مشغول قرف يع,Negative
877,شفتها اقول وشذا الكيك,Negative
878,شكرا دكتور فكلماتك لها بالغ الاثر في نفوسنا,Positive
879,"شكرا لجميل اثراءك المعرفي، كلامك وسلاستك في ايصال المعلومه جميله للغايه",Positive
880,شكرا لك,Positive
881,شكرا للنجمه الراقيه كنزه اخبار النجوم,Positive
882,شكلك احول موب حوله,Negative
883,شكلك دايما متاخره عن المدرسه,Negative
884,شكلو عمرو ماشاف كاميرا تصورو,Negative
885,شنو السالفه يعني اتقارنون القران الكريم ويه نجوه كرم هاي العرمه لا الله الا الله,Negative
886,شو الاشي الي بيضحك ما ازنخك,Negative
887,شو الي جنني و نزلت ماده اثار الاردن,Negative
888,شو بالا يا دانيا المشكله مش عارفه تكتب هعهعه,Negative
889,شو عاجبك فيها مثلا ؟ لتكون سيارتكم,Negative
890,شو عادي يزم انتا ما عندك دم ونخوه يزم انتا مش بني ادم ترى ورح طير,Negative
891,شو نوع الحشيش ؟؟,Negative
